,Time(sec),Position(mm)
301,60.201,117.131
302,60.401,117.678
303,60.601,118.225
304,60.801,118.771
305,61.001,118.771
306,61.201,119.318
307,61.401,119.865
308,61.601,120.412
309,61.801,120.412
310,62.001,120.958
311,62.201,121.505
312,62.401,122.052
313,62.601,122.052
314,62.802,122.599
315,63.001,123.145
316,63.201,123.692
317,63.401,124.239
318,63.601,124.239
319,63.801,124.786
320,64.001,125.332
321,64.201,125.879
322,64.409,125.879
323,64.601,126.426
324,64.801,126.973
325,65.001,127.519
326,65.201,127.519
327,65.409,128.066
328,65.601,128.613
329,65.801,129.16
330,66.002,129.706
331,66.201,129.706
332,66.41,130.253
333,66.601,130.8
334,66.801,131.347
335,67.001,131.347
336,67.201,131.893
337,67.401,132.44
338,67.601,132.44
339,67.801,132.987
340,68.001,133.533
341,68.201,134.08
342,68.402,134.08
343,68.601,134.627
344,68.801,135.174
345,69.001,135.72
346,69.201,136.267
347,69.401,136.267
348,69.602,136.814
349,69.801,137.361
350,70.001,137.907
351,70.201,137.907
352,70.401,138.454
353,70.601,139.001
354,70.801,139.548
355,71.001,139.548
356,71.201,140.094
357,71.401,140.641
358,71.601,141.188
359,71.801,141.188
360,72.001,141.735
361,72.201,142.281
362,72.401,142.828
363,72.601,142.828
364,72.801,143.375
365,73.001,143.922
366,73.201,144.468
367,73.402,144.468
368,73.601,145.015
369,73.802,145.562
370,74.001,146.109
371,74.201,146.655
372,74.401,146.655
373,74.602,147.202
374,74.801,147.749
375,75.001,148.296
376,75.201,148.296
377,75.401,148.842
378,75.601,149.389
379,75.801,149.389
380,76.001,149.936
381,76.201,150.483
382,76.401,151.029
383,76.612,151.576
384,76.801,151.576
385,77.002,152.123
386,77.201,152.67
387,77.401,153.216
388,77.612,153.216
389,77.801,153.763
390,78.001,154.31
391,78.201,154.856
392,78.401,154.856
393,78.601,155.403
394,78.801,155.95
395,79.001,156.497
396,79.201,157.043
397,79.401,157.043
398,79.611,157.59
399,79.801,158.137
400,80.001,158.684
401,80.201,158.684
402,80.401,159.23
403,80.611,159.777
404,80.801,160.324
405,81.001,160.324
406,81.201,160.871
407,81.401,161.417
408,81.601,161.964
409,81.801,161.964
410,82.001,162.511
411,82.201,163.058
412,82.402,163.058
413,82.601,163.604
414,82.802,164.151
415,83.001,164.698
416,83.201,165.245
417,83.401,165.791
418,83.601,165.791
419,83.801,166.338
420,84.001,166.885
421,84.201,167.432
422,84.401,167.432
423,84.601,167.978
424,84.801,168.525
425,85.001,169.072
426,85.201,169.619
427,85.401,169.619
428,85.601,170.165
429,85.801,170.712
430,86.001,171.259
431,86.201,171.259
432,86.401,171.806
433,86.601,172.352
434,86.801,172.899
435,87.001,172.899
436,87.201,173.446
437,87.401,173.992
438,87.601,174.539
439,87.801,174.539
440,88.001,175.086
441,88.201,175.633
442,88.401,176.179
443,88.601,176.179
444,88.801,176.726
445,89.001,177.273
446,89.201,177.82
447,89.402,178.366
448,89.602,178.366
449,89.801,178.913
450,90.001,179.46
451,90.201,180.007
452,90.401,180.007
453,90.601,180.553
454,90.801,181.1
455,91.001,181.1
456,91.201,181.647
457,91.401,182.194
458,91.601,182.74
459,91.801,182.74
460,92.001,183.287
461,92.201,183.834
462,92.402,184.381
463,92.601,184.927
464,92.801,184.927
465,93.001,185.474
466,93.201,186.021
467,93.401,186.568
468,93.601,186.568
469,93.801,187.114
470,94.001,187.661
471,94.201,187.661
472,94.401,188.208
473,94.601,188.755
474,94.801,189.301
475,95.001,189.301
476,95.201,189.848
477,95.401,190.395
478,95.602,190.942
479,95.801,191.488
480,96.001,191.488
481,96.201,192.035
482,96.401,192.582
483,96.601,193.129
484,96.802,193.129
485,97.001,193.675
486,97.201,194.222
487,97.401,194.769
488,97.601,195.316
489,97.801,195.316
490,98.001,195.862
491,98.201,196.409
492,98.401,196.409
493,98.601,196.956
494,98.801,197.502
495,99.001,198.049
496,99.201,198.049
497,99.401,198.596
498,99.601,199.143
499,99.801,199.689
500,100.001,199.689
501,100.202,200.236
502,100.401,200.783
503,100.601,201.33
504,100.801,201.33
505,101.001,201.876
506,101.201,202.423
507,101.401,202.97
508,101.601,202.97
509,101.801,203.517
510,102.001,204.063
511,102.201,204.61
512,102.401,205.157
513,102.601,205.157
514,102.801,205.704
515,103.001,206.25
516,103.201,206.797
517,103.401,206.797
518,103.601,207.344
519,103.801,207.891
520,104.001,208.437
521,104.201,208.437
522,104.401,208.984
523,104.601,209.531
524,104.801,210.078
525,105.001,210.078
526,105.201,210.624
527,105.401,211.171
528,105.601,211.718
529,105.801,211.718
530,106.001,212.265
531,106.201,212.811
532,106.401,213.358
533,106.601,213.358
534,106.801,213.905
535,107.001,214.452
536,107.201,214.998
537,107.401,214.998
538,107.601,215.545
539,107.802,216.092
540,108.001,216.638
541,108.201,216.638
542,108.401,217.185
543,108.601,217.732
544,108.801,217.732
545,109.001,218.279
546,109.201,218.825
547,109.401,219.372
548,109.601,219.919
549,109.801,219.919
550,110.001,220.466
551,110.201,221.012
552,110.401,221.559
553,110.601,221.559
554,110.801,222.106
555,111.001,222.653
556,111.201,223.199
557,111.401,223.746
558,111.601,223.746
559,111.801,224.293
560,112.001,224.293
561,112.201,224.84
562,112.401,225.386
563,112.601,225.933
564,112.801,225.933
565,113.003,226.48
566,113.202,227.027
567,113.401,227.573
568,113.601,228.12
569,113.801,228.12
570,114.001,228.667
571,114.201,229.214
572,114.401,229.76
573,114.601,229.76
574,114.801,230.307
575,115.001,230.854
576,115.201,230.854
577,115.401,231.401
578,115.601,231.947
579,115.801,232.494
580,116.001,232.494
581,116.202,233.041
582,116.401,233.588
583,116.601,234.134
584,116.801,234.134
585,117.003,234.681
586,117.201,235.228
587,117.401,235.775
588,117.602,235.775
589,117.801,236.321
590,118.001,236.868
591,118.201,237.415
592,118.401,237.415
593,118.601,237.962
594,118.801,238.508
595,119.001,238.508
596,119.201,239.055
597,119.401,239.602
598,119.601,240.148
599,119.801,240.148
