,Time(sec),Position(mm)
474,94.819,189.301
475,95.019,189.848
476,95.219,190.395
477,95.419,190.395
478,95.619,190.942
479,95.819,191.488
480,96.019,192.035
481,96.219,192.582
482,96.419,192.582
483,96.619,193.129
484,96.819,193.675
485,97.019,194.222
486,97.219,194.222
487,97.419,194.769
488,97.619,195.316
489,97.819,195.316
490,98.019,195.862
491,98.219,196.409
492,98.419,196.956
493,98.619,197.502
494,98.819,197.502
495,99.019,198.049
496,99.219,198.596
497,99.419,199.143
498,99.62,199.689
499,99.819,199.689
500,100.019,200.236
501,100.219,200.783
502,100.419,201.33
503,100.619,201.33
504,100.819,201.876
505,101.019,201.876
506,101.219,202.423
507,101.419,202.97
508,101.62,203.517
509,101.819,204.063
510,102.019,204.063
511,102.219,204.61
512,102.42,205.157
513,102.619,205.704
514,102.819,206.25
515,103.019,206.25
516,103.219,206.797
517,103.419,207.344
518,103.619,207.344
519,103.819,207.891
520,104.019,208.437
521,104.219,208.984
522,104.419,208.984
523,104.619,209.531
524,104.819,210.078
525,105.019,210.624
526,105.219,211.171
527,105.419,211.171
528,105.619,211.718
529,105.819,212.265
530,106.019,212.811
531,106.219,212.811
532,106.419,213.358
533,106.619,213.905
534,106.819,214.452
535,107.019,214.452
536,107.219,214.998
537,107.419,215.545
538,107.619,216.092
539,107.819,216.092
540,108.019,216.638
541,108.219,217.185
542,108.419,217.732
543,108.619,217.732
544,108.819,218.279
545,109.019,218.825
546,109.22,218.825
547,109.419,219.372
548,109.619,219.919
549,109.819,220.466
550,110.019,221.012
551,110.219,221.012
552,110.419,221.559
553,110.619,222.106
554,110.819,222.653
555,111.019,222.653
556,111.22,223.199
557,111.419,223.746
558,111.619,223.746
559,111.819,224.293
560,112.019,224.84
561,112.219,225.386
562,112.419,225.386
563,112.619,225.933
564,112.819,226.48
565,113.019,227.027
566,113.219,227.573
567,113.419,227.573
568,113.619,228.12
569,113.819,228.667
570,114.019,228.667
571,114.219,229.214
572,114.419,229.76
573,114.619,230.307
574,114.819,230.307
575,115.019,230.854
576,115.219,231.401
577,115.419,231.947
578,115.619,231.947
579,115.819,232.494
580,116.019,233.041
581,116.219,233.588
582,116.419,233.588
583,116.619,234.134
584,116.819,234.681
585,117.02,234.681
586,117.219,235.228
587,117.419,235.775
588,117.619,236.321
589,117.819,236.868
590,118.019,236.868
591,118.219,237.415
592,118.419,237.962
593,118.619,238.508
594,118.819,238.508
595,119.019,239.055
596,119.219,239.602
597,119.419,239.602
598,119.619,240.148
599,119.819,240.695
