Motion Through Fluids Experiment Wed, Mar 02, 2022 10:10 AM
Time(sec)	Position(mm)
60.553	204.610
60.753	205.704
60.953	206.250
61.153	206.797
61.353	207.891
61.553	208.437
61.753	208.984
61.953	209.531
62.153	210.624
62.353	211.171
62.553	211.718
62.753	212.265
62.953	212.811
63.153	213.905
63.354	214.452
63.553	214.998
63.753	216.092
63.953	216.638
64.153	217.185
64.353	217.732
64.553	218.825
64.753	219.372
64.953	219.919
65.153	220.466
65.353	221.559
65.553	222.106
65.754	222.653
65.953	223.199
66.153	223.746
66.354	224.840
66.553	225.386
66.753	225.933
66.953	226.480
67.153	227.573
67.353	228.120
67.553	228.667
67.753	229.760
67.953	230.307
68.153	230.854
68.353	231.947
68.553	232.494
68.753	233.041
68.953	233.588
69.153	234.134
69.353	235.228
69.553	235.775
69.757	236.321
69.953	237.415
70.153	0.000
70.354	238.508
70.553	0.000
70.757	0.000
70.953	0.000
71.153	0.000
71.353	0.000
71.553	0.000
71.753	243.429
71.953	243.976
72.153	244.522
72.353	245.069
72.553	246.163
72.753	0.000
72.953	0.000
73.153	0.000
73.353	0.000
73.553	249.443
73.753	249.990
73.953	0.000
74.153	0.000
74.353	252.177
74.553	252.724
74.753	253.270
74.953	254.364
75.153	254.911
75.353	255.457
75.553	0.000
75.753	0.000
75.953	0.000
76.153	0.000
76.353	0.000
76.553	0.000
76.753	0.000
76.953	0.000
77.153	0.000
77.353	0.000
77.553	0.000
77.753	0.000
77.953	0.000
78.153	0.000
78.353	0.000
78.553	0.000
